date,state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments,year,anomaly
2025-05-11,Rajasthan,Jodhpur,342306,14,6,0,20,2025,True
2025-05-11,Rajasthan,Karauli,322213,5,4,0,9,2025,True
2025-05-11,Rajasthan,Karauli,322230,27,8,0,35,2025,True
2025-05-11,Rajasthan,Karauli,322236,7,3,0,10,2025,True
2025-05-11,Rajasthan,Karauli,322249,9,1,0,10,2025,True
2025-05-11,Rajasthan,Karauli,322254,6,5,0,11,2025,True
2025-05-11,Rajasthan,Kota,325204,6,3,0,9,2025,True
2025-05-11,Rajasthan,Pali,306302,9,1,0,10,2025,True
2025-05-11,Rajasthan,Pratapgarh,312605,15,4,0,19,2025,True
2025-05-11,Rajasthan,Pratapgarh,313605,8,1,0,9,2025,True
2025-05-11,Rajasthan,Rajsamand,313324,9,4,0,13,2025,True
2025-05-11,Rajasthan,Sawai Madhopur,322201,13,11,0,24,2025,True
2025-05-11,Rajasthan,Sikar,332001,17,4,0,21,2025,True
2025-05-11,Rajasthan,Sikar,332301,10,0,0,10,2025,True
2025-05-11,Rajasthan,Sikar,332709,10,0,0,10,2025,True
2025-05-11,Rajasthan,Sirohi,307022,13,10,0,23,2025,True
2025-05-11,Rajasthan,Tonk,304021,9,3,0,12,2025,True
2025-05-11,Rajasthan,Udaipur,307025,14,35,0,49,2025,True
2025-05-11,Rajasthan,Udaipur,313001,8,1,0,9,2025,True
2025-05-11,Rajasthan,Udaipur,313701,12,7,0,19,2025,True
2025-05-11,Rajasthan,Udaipur,313702,10,1,0,11,2025,True
2025-05-11,Rajasthan,Udaipur,313803,11,2,0,13,2025,True
2025-05-11,Tamil Nadu,Chennai,600012,9,0,0,9,2025,True
2025-05-11,Tamil Nadu,Cuddalore,608303,9,2,0,11,2025,True
2025-05-11,Tamil Nadu,Dharmapuri,636810,5,4,0,9,2025,True
2025-05-11,Tamil Nadu,Dindigul,624002,8,1,0,9,2025,True
2025-05-11,Tamil Nadu,Dindigul,624401,8,1,0,9,2025,True
2025-05-11,Tamil Nadu,Madurai,625016,10,2,0,12,2025,True
2025-05-11,Tamil Nadu,Madurai,625103,14,0,0,14,2025,True
2025-05-11,Tamil Nadu,Thoothukkudi,628002,12,3,0,15,2025,True
2025-05-11,Tamil Nadu,Thoothukkudi,628502,10,3,0,13,2025,True
2025-05-11,Tamil Nadu,Tiruchirappalli,621308,3,6,0,9,2025,True
2025-05-11,Tamil Nadu,Tiruppur,641604,11,2,0,13,2025,True
2025-05-11,Tamil Nadu,Villupuram,604301,16,0,0,16,2025,True
2025-05-11,Tamil Nadu,Viluppuram,604301,15,2,0,17,2025,True
2025-05-11,Telangana,Hyderabad,500002,8,2,0,10,2025,True
2025-05-11,Telangana,Hyderabad,500005,17,8,0,25,2025,True
2025-05-11,Telangana,Hyderabad,500013,9,2,0,11,2025,True
2025-05-11,Telangana,Hyderabad,500053,20,2,0,22,2025,True
2025-05-11,Telangana,K.v. Rangareddy,500048,8,3,0,11,2025,True
2025-05-11,Telangana,K.v. Rangareddy,500084,5,3,1,9,2025,True
2025-05-11,Tripura,Dhalai,799284,4,5,0,9,2025,True
2025-05-11,Uttar Pradesh,Agra,282004,5,5,0,10,2025,True
2025-05-11,Uttar Pradesh,Agra,282005,11,8,0,19,2025,True
2025-05-11,Uttar Pradesh,Agra,283201,6,1,2,9,2025,True
2025-05-11,Uttar Pradesh,Aligarh,202002,10,11,0,21,2025,True
2025-05-11,Uttar Pradesh,Aligarh,202138,11,2,1,14,2025,True
2025-05-11,Uttar Pradesh,Aligarh,202145,6,4,0,10,2025,True
2025-05-11,Uttar Pradesh,Allahabad,211016,4,5,0,9,2025,True
2025-05-11,Uttar Pradesh,Allahabad,212306,7,3,0,10,2025,True
2025-05-11,Uttar Pradesh,Allahabad,212402,16,11,0,27,2025,True
2025-05-11,Uttar Pradesh,Azamgarh,276205,3,6,0,9,2025,True
2025-05-11,Uttar Pradesh,Baghpat,250611,14,8,0,22,2025,True
2025-05-11,Uttar Pradesh,Bahraich,271825,6,13,1,20,2025,True
2025-05-11,Uttar Pradesh,Bahraich,271830,4,7,0,11,2025,True
2025-05-11,Uttar Pradesh,Bahraich,271851,5,7,0,12,2025,True
2025-05-11,Uttar Pradesh,Bahraich,271902,7,14,0,21,2025,True
2025-05-11,Uttar Pradesh,Bahraich,271903,13,13,0,26,2025,True
2025-05-11,Uttar Pradesh,Ballia,277303,8,6,0,14,2025,True
2025-05-11,Uttar Pradesh,Balrampur,271201,9,10,0,19,2025,True
2025-05-11,Uttar Pradesh,Balrampur,271205,3,6,0,9,2025,True
2025-05-11,Uttar Pradesh,Balrampur,271206,6,12,0,18,2025,True
2025-05-11,Uttar Pradesh,Banda,210201,11,8,0,19,2025,True
2025-05-11,Uttar Pradesh,Bara Banki,227301,8,3,0,11,2025,True
2025-05-11,Uttar Pradesh,Basti,272129,5,13,0,18,2025,True
2025-05-11,Uttar Pradesh,Basti,272131,6,5,0,11,2025,True
2025-05-11,Uttar Pradesh,Bijnor,246724,24,3,0,27,2025,True
2025-05-11,Uttar Pradesh,Bijnor,246749,8,1,0,9,2025,True
2025-05-11,Uttar Pradesh,Budaun,243601,36,14,0,50,2025,True
2025-05-11,Uttar Pradesh,Budaun,243632,10,12,0,22,2025,True
2025-05-11,Uttar Pradesh,Bulandshahr,202398,9,0,0,9,2025,True
2025-05-11,Uttar Pradesh,Bulandshahr,245405,8,2,0,10,2025,True
2025-05-11,Uttar Pradesh,Bulandshahr,245409,17,3,0,20,2025,True
2025-05-11,Uttar Pradesh,Chandauli,232104,11,7,0,18,2025,True
2025-05-11,Uttar Pradesh,Chandauli,232106,5,4,0,9,2025,True
2025-05-11,Uttar Pradesh,Chitrakoot,210205,13,10,0,23,2025,True
2025-05-11,Uttar Pradesh,Deoria,274408,8,9,0,17,2025,True
2025-05-11,Uttar Pradesh,Etah,207122,2,7,0,9,2025,True
2025-05-11,Uttar Pradesh,Etah,207301,2,5,2,9,2025,True
2025-05-11,Uttar Pradesh,Etah,207302,13,1,0,14,2025,True
2025-05-11,Uttar Pradesh,Etawah,206125,11,2,0,13,2025,True
2025-05-11,Uttar Pradesh,Etawah,206253,6,7,0,13,2025,True
2025-05-11,Uttar Pradesh,Faizabad,225411,10,2,0,12,2025,True
2025-05-11,Uttar Pradesh,Farrukhabad,207502,6,4,0,10,2025,True
2025-05-11,Uttar Pradesh,Farrukhabad,209601,12,5,0,17,2025,True
2025-05-11,Uttar Pradesh,Fatehpur,212657,10,4,0,14,2025,True
2025-05-11,Uttar Pradesh,Fatehpur,216221,8,0,1,9,2025,True
2025-05-11,Uttar Pradesh,Firozabad,283204,7,3,0,10,2025,True
2025-05-11,Uttar Pradesh,Ghaziabad,201009,13,4,0,17,2025,True
2025-05-11,Uttar Pradesh,Ghazipur,233001,6,8,0,14,2025,True
2025-05-11,Uttar Pradesh,Ghazipur,233221,4,8,1,13,2025,True
2025-05-11,Uttar Pradesh,Ghazipur,275203,2,7,0,9,2025,True
2025-05-11,Uttar Pradesh,Gonda,271122,8,4,0,12,2025,True
2025-05-11,Uttar Pradesh,Gonda,271126,5,8,0,13,2025,True
2025-05-11,Uttar Pradesh,Gonda,271303,8,8,0,16,2025,True
2025-05-11,Uttar Pradesh,Gorakhpur,273165,7,11,1,19,2025,True
2025-05-11,Uttar Pradesh,Gorakhpur,273201,8,5,0,13,2025,True
2025-05-11,Uttar Pradesh,Hardoi,241125,7,4,0,11,2025,True
2025-05-11,Uttar Pradesh,Hardoi,241202,5,6,0,11,2025,True
2025-05-11,Uttar Pradesh,Hathras,204215,7,4,0,11,2025,True
2025-05-11,Uttar Pradesh,Hathras,204216,6,6,0,12,2025,True
2025-05-11,Uttar Pradesh,Jalaun,285001,5,5,0,10,2025,True
2025-05-11,Uttar Pradesh,Jaunpur,222142,2,8,0,10,2025,True
2025-05-11,Uttar Pradesh,Jaunpur,222145,3,9,0,12,2025,True
2025-05-11,Uttar Pradesh,Jaunpur,222161,4,10,0,14,2025,True
2025-05-11,Uttar Pradesh,Jhansi,284204,18,5,0,23,2025,True
2025-05-11,Uttar Pradesh,Kannauj,209727,16,5,0,21,2025,True
2025-05-11,Uttar Pradesh,Kanpur Nagar,208001,16,15,0,31,2025,True
2025-05-11,Uttar Pradesh,Kasganj,207243,7,4,1,12,2025,True
2025-05-11,Uttar Pradesh,Kasganj,207246,4,8,0,12,2025,True
2025-05-11,Uttar Pradesh,Kaushambi,212216,7,3,0,10,2025,True
2025-05-11,Uttar Pradesh,Kaushambi,212217,17,8,0,25,2025,True
2025-05-11,Uttar Pradesh,Kheri,261506,7,7,0,14,2025,True
2025-05-11,Uttar Pradesh,Kheri,262701,12,6,0,18,2025,True
2025-05-11,Uttar Pradesh,Kheri,262906,8,4,0,12,2025,True
2025-05-11,Uttar Pradesh,Kheri,262907,7,11,0,18,2025,True
2025-05-11,Uttar Pradesh,Kushinagar,274306,3,7,0,10,2025,True
2025-05-11,Uttar Pradesh,Kushinagar,274402,9,9,0,18,2025,True
2025-05-11,Uttar Pradesh,Kushinagar,274407,3,11,0,14,2025,True
2025-05-11,Uttar Pradesh,Lalitpur,284405,10,3,0,13,2025,True
2025-05-11,Uttar Pradesh,Lucknow,226018,4,7,0,11,2025,True
2025-05-11,Uttar Pradesh,Lucknow,226020,7,2,0,9,2025,True
2025-05-11,Uttar Pradesh,Maharajganj,273151,6,7,0,13,2025,True
2025-05-11,Uttar Pradesh,Maharajganj,273164,17,13,0,30,2025,True
2025-05-11,Uttar Pradesh,Maharajganj,273303,6,18,0,24,2025,True
2025-05-11,Uttar Pradesh,Mathura,281001,20,8,0,28,2025,True
2025-05-11,Uttar Pradesh,Mathura,281004,6,7,0,13,2025,True
2025-05-11,Uttar Pradesh,Meerut,250001,26,17,0,43,2025,True
2025-05-11,Uttar Pradesh,Meerut,250104,9,2,0,11,2025,True
2025-05-11,Uttar Pradesh,Mirzapur,231304,10,8,0,18,2025,True
2025-05-11,Uttar Pradesh,Moradabad,202411,13,4,0,17,2025,True
2025-05-11,Uttar Pradesh,Moradabad,244001,88,35,1,124,2025,True
2025-05-11,Uttar Pradesh,Moradabad,244301,10,6,0,16,2025,True
2025-05-11,Uttar Pradesh,Muzaffarnagar,251201,9,6,0,15,2025,True
2025-05-11,Uttar Pradesh,Pilibhit,262201,12,9,0,21,2025,True
2025-05-11,Uttar Pradesh,Pratapgarh,230204,13,5,0,18,2025,True
2025-05-11,Uttar Pradesh,Rae Bareli,229303,7,2,0,9,2025,True
2025-05-11,Uttar Pradesh,Rae Bareli,229306,6,5,0,11,2025,True
2025-05-11,Uttar Pradesh,Rae Bareli,229401,10,1,0,11,2025,True
2025-05-11,Uttar Pradesh,Rae Bareli,229402,4,5,0,9,2025,True
2025-05-11,Uttar Pradesh,Rampur,243701,16,4,3,23,2025,True
2025-05-11,Uttar Pradesh,Rampur,244901,60,16,0,76,2025,True
2025-05-11,Uttar Pradesh,Rampur,244927,7,5,0,12,2025,True
2025-05-11,Uttar Pradesh,Saharanpur,247121,8,1,0,9,2025,True
2025-05-11,Uttar Pradesh,Saharanpur,247231,15,2,1,18,2025,True
2025-05-11,Uttar Pradesh,Sambhal,202421,6,6,0,12,2025,True
2025-05-11,Uttar Pradesh,Sant Kabir Nagar,272125,8,12,0,20,2025,True
2025-05-11,Uttar Pradesh,Sant Kabir Nagar,272271,7,4,0,11,2025,True
2025-05-11,Uttar Pradesh,Shahjahanpur,242301,14,2,0,16,2025,True
2025-05-11,Uttar Pradesh,Shamli,247778,8,5,0,13,2025,True
2025-05-11,Uttar Pradesh,Siddharthnagar,272202,6,14,0,20,2025,True
2025-05-11,Uttar Pradesh,Siddharthnagar,272205,4,11,1,16,2025,True
2025-05-11,Uttar Pradesh,Siddharthnagar,272206,9,12,1,22,2025,True
2025-05-11,Uttar Pradesh,Sitapur,261135,14,9,0,23,2025,True
2025-05-11,Uttar Pradesh,Sitapur,261201,10,8,0,18,2025,True
2025-05-11,Uttar Pradesh,Sultanpur,227808,10,3,0,13,2025,True
2025-05-11,Uttar Pradesh,Sultanpur,228132,3,10,0,13,2025,True
2025-05-11,Uttar Pradesh,Unnao,209825,11,4,1,16,2025,True
2025-05-11,Uttar Pradesh,Unnao,241501,48,3,0,51,2025,True
2025-05-11,Uttar Pradesh,Varanasi,221001,9,18,0,27,2025,True
2025-05-11,Uttarakhand,Dehradun,248001,32,5,0,37,2025,True
2025-05-11,Uttarakhand,Dehradun,248171,9,1,0,10,2025,True
2025-05-11,Uttarakhand,Haridwar,247656,11,0,0,11,2025,True
2025-05-11,Uttarakhand,Tehri Garhwal,249155,8,1,0,9,2025,True
2025-05-11,West Bengal,Barddhaman,713428,8,3,0,11,2025,True
2025-05-11,West Bengal,Birbhum,731220,26,7,0,33,2025,True
2025-05-11,West Bengal,Birbhum,731224,16,2,0,18,2025,True
2025-05-11,West Bengal,Birbhum,731233,11,4,0,15,2025,True
2025-05-11,West Bengal,Dakshin Dinajpur,733121,12,3,0,15,2025,True
2025-05-11,West Bengal,Howrah,711314,11,1,0,12,2025,True
2025-05-11,West Bengal,Howrah,711410,8,1,0,9,2025,True
2025-05-11,Assam,Barpeta,781308,25,7,0,32,2025,True
2025-05-11,Assam,Biswanath,784166,8,4,0,12,2025,True
2025-05-11,Assam,Darrang,784116,16,5,2,23,2025,True
2025-05-11,Assam,Darrang,784125,8,5,0,13,2025,True
2025-05-11,Assam,Dhubri,783324,7,3,0,10,2025,True
2025-05-11,Assam,Dhubri,783339,9,2,0,11,2025,True
2025-05-11,Assam,Hailakandi,788162,23,2,0,25,2025,True
2025-05-11,Assam,Hojai,782446,11,0,0,11,2025,True
2025-05-11,Assam,Jorhat,785631,12,0,0,12,2025,True
2025-05-11,Assam,Kamrup,781102,7,4,0,11,2025,True
2025-05-11,Assam,Karbi Anglong,782480,18,8,0,26,2025,True
2025-05-11,Assam,Karbi Anglong,782485,12,4,0,16,2025,True
2025-05-11,Assam,Karimganj,788709,7,4,0,11,2025,True
2025-05-11,Assam,Lakhimpur,784160,6,3,0,9,2025,True
2025-05-11,Assam,Marigaon,782121,11,3,0,14,2025,True
2025-05-11,Assam,Nagaon,782124,7,3,0,10,2025,True
2025-05-11,Assam,Sonitpur,784027,24,8,0,32,2025,True
2025-05-11,Bihar,Araria,854318,35,15,0,50,2025,True
2025-05-11,Bihar,Araria,854329,30,7,0,37,2025,True
2025-05-11,Bihar,Araria,854335,7,4,0,11,2025,True
2025-05-11,Bihar,Arwal,804428,1,12,0,13,2025,True
2025-05-11,Bihar,Aurangabad,824121,4,18,0,22,2025,True
2025-05-11,Bihar,Aurangabad,824122,7,15,0,22,2025,True
2025-05-11,Bihar,Aurangabad,824301,15,26,0,41,2025,True
2025-05-11,Bihar,Banka,813102,26,8,0,34,2025,True
2025-05-11,Bihar,Banka,813103,6,7,0,13,2025,True
2025-05-11,Bihar,Banka,813109,12,12,0,24,2025,True
2025-05-11,Bihar,Begusarai,851211,25,9,0,34,2025,True
2025-05-11,Bihar,Begusarai,851217,3,10,0,13,2025,True
2025-05-11,Bihar,Bhagalpur,812001,10,5,0,15,2025,True
2025-05-11,Bihar,Bhagalpur,853202,10,9,0,19,2025,True
2025-05-11,Bihar,Bhojpur,802165,2,10,0,12,2025,True
2025-05-11,Bihar,Bhojpur,802166,0,10,0,10,2025,True
2025-05-11,Bihar,Bhojpur,802203,5,17,0,22,2025,True
2025-05-11,Bihar,Bhojpur,802204,1,9,0,10,2025,True
2025-05-11,Bihar,Buxar,802103,7,9,0,16,2025,True
2025-05-11,Bihar,Buxar,802123,5,6,0,11,2025,True
2025-05-11,Bihar,Darbhanga,847101,9,3,0,12,2025,True
2025-05-11,Bihar,Darbhanga,847201,17,4,0,21,2025,True
2025-05-11,Bihar,East Champaran,845303,8,17,1,26,2025,True
2025-05-11,Bihar,East Champaran,845406,2,7,0,9,2025,True
2025-05-11,Bihar,East Champaran,845426,3,6,0,9,2025,True
2025-05-11,Bihar,East Champaran,845427,5,6,0,11,2025,True
2025-05-11,Bihar,East Champaran,845428,5,8,0,13,2025,True
2025-05-11,Bihar,East Champaran,845430,5,6,0,11,2025,True
2025-05-11,Bihar,Gaya,823002,5,13,2,20,2025,True
2025-05-11,Bihar,Gaya,823311,3,21,0,24,2025,True
2025-05-11,Bihar,Gaya,824118,4,8,0,12,2025,True
2025-05-11,Bihar,Gaya,824217,10,8,0,18,2025,True
2025-05-11,Bihar,Gaya,824233,6,18,0,24,2025,True
2025-05-11,Bihar,Gaya,824237,8,7,0,15,2025,True
2025-05-11,Bihar,Gopalganj,841438,5,14,0,19,2025,True
2025-05-11,Bihar,Gopalganj,841441,4,6,0,10,2025,True
2025-05-11,Bihar,Jamui,811303,17,17,0,34,2025,True
2025-05-11,Bihar,Kaimur (Bhabua),821105,8,8,0,16,2025,True
2025-05-11,Bihar,Kaimur (Bhabua),821108,9,5,0,14,2025,True
2025-05-11,Bihar,Kaimur (Bhabua),821109,8,9,0,17,2025,True
2025-05-11,Bihar,Katihar,854103,17,7,0,24,2025,True
2025-05-11,Bihar,Katihar,854104,15,10,0,25,2025,True
2025-05-11,Bihar,Katihar,854317,37,20,0,57,2025,True
2025-05-11,Bihar,Khagaria,851203,12,7,0,19,2025,True
2025-05-11,Bihar,Khagaria,851205,5,7,0,12,2025,True
2025-05-11,Bihar,Kishanganj,855117,34,10,0,44,2025,True
2025-05-11,Bihar,Lakhisarai,811311,15,14,0,29,2025,True
2025-05-11,Bihar,Madhepura,852213,23,11,0,34,2025,True
2025-05-11,Bihar,Madhepura,852220,6,5,0,11,2025,True
2025-05-11,Bihar,Madhubani,847211,6,5,0,11,2025,True
2025-05-11,Bihar,Madhubani,847240,9,2,0,11,2025,True
2025-05-11,Bihar,Madhubani,847304,7,4,0,11,2025,True
2025-05-11,Bihar,Madhubani,847402,14,11,0,25,2025,True
2025-05-11,Bihar,Madhubani,847404,12,7,0,19,2025,True
2025-05-11,Bihar,Madhubani,847408,30,16,0,46,2025,True
2025-05-11,Bihar,Munger,811213,9,10,0,19,2025,True
2025-05-11,Bihar,Muzaffarpur,843103,7,11,0,18,2025,True
2025-05-11,Bihar,Muzaffarpur,843107,4,9,0,13,2025,True
2025-05-11,Bihar,Muzaffarpur,844120,6,3,0,9,2025,True
2025-05-11,Bihar,Muzaffarpur,844127,8,3,0,11,2025,True
2025-05-11,Bihar,Nalanda,803114,2,8,0,10,2025,True
2025-05-11,Bihar,Patna,801109,2,9,0,11,2025,True
2025-05-11,Bihar,Patna,803202,8,10,0,18,2025,True
2025-05-11,Bihar,Patna,804452,0,15,0,15,2025,True
2025-05-11,Bihar,Purnia,854203,14,17,0,31,2025,True
2025-05-11,Bihar,Purnia,854327,10,5,0,15,2025,True
2025-05-11,Bihar,Purnia,854330,30,8,0,38,2025,True
2025-05-11,Bihar,Rohtas,821112,4,8,0,12,2025,True
2025-05-11,Bihar,Saharsa,852124,13,16,0,29,2025,True
2025-05-11,Bihar,Saharsa,852221,8,4,0,12,2025,True
2025-05-11,Bihar,Samastipur,848117,16,9,0,25,2025,True
2025-05-11,Bihar,Samastipur,848134,6,8,0,14,2025,True
2025-05-11,Bihar,Samastipur,848211,5,6,0,11,2025,True
2025-05-11,Bihar,Samastipur,848503,17,12,0,29,2025,True
2025-05-11,Bihar,Saran,841403,15,19,0,34,2025,True
2025-05-11,Bihar,Saran,841419,2,7,0,9,2025,True
2025-05-11,Bihar,Sitamarhi,843316,9,3,0,12,2025,True
2025-05-11,Bihar,Sitamarhi,843317,23,13,1,37,2025,True
2025-05-11,Bihar,Sitamarhi,843322,9,1,0,10,2025,True
2025-05-11,Bihar,Siwan,841232,6,6,0,12,2025,True
2025-05-11,Bihar,Supaul,852130,9,5,0,14,2025,True
2025-05-11,Bihar,Vaishali,844101,3,9,0,12,2025,True
2025-05-11,Bihar,Vaishali,844123,3,6,0,9,2025,True
2025-05-11,Bihar,Vaishali,844124,4,5,0,9,2025,True
2025-05-11,Bihar,Vaishali,844125,2,9,0,11,2025,True
2025-05-11,Bihar,Vaishali,844128,12,6,0,18,2025,True
2025-05-11,Bihar,Vaishali,844504,7,13,0,20,2025,True
2025-05-11,Bihar,Vaishali,844505,7,9,0,16,2025,True
2025-05-11,Bihar,Vaishali,844507,3,9,0,12,2025,True
2025-05-11,Bihar,West Champaran,845103,5,7,0,12,2025,True
2025-05-11,Bihar,West Champaran,845404,10,13,0,23,2025,True
2025-05-11,Bihar,West Champaran,845459,3,9,0,12,2025,True
2025-05-11,Chhattisgarh,Balrampur,497220,6,3,0,9,2025,True
2025-05-11,Chhattisgarh,Bijapur,494444,10,6,0,16,2025,True
2025-05-11,Chhattisgarh,Bilaspur,495112,10,3,0,13,2025,True
2025-05-11,Chhattisgarh,Bilaspur,495224,10,2,0,12,2025,True
2025-05-11,Chhattisgarh,Bilaspur,495551,18,5,0,23,2025,True
2025-05-11,Chhattisgarh,Dhamtari,493663,11,0,0,11,2025,True
2025-05-11,Chhattisgarh,Jashpur,496224,13,4,0,17,2025,True
2025-05-11,Chhattisgarh,Kawardha,491559,25,1,0,26,2025,True
2025-05-11,Chhattisgarh,Kondagaon,494230,12,4,0,16,2025,True
2025-05-11,Chhattisgarh,Mungeli,495334,20,5,0,25,2025,True
2025-05-11,Chhattisgarh,Raipur,492015,8,1,0,9,2025,True
2025-05-11,Chhattisgarh,Raipur,493225,16,2,0,18,2025,True
2025-05-11,Chhattisgarh,Surajpur,497235,10,2,0,12,2025,True
2025-05-11,Delhi,East Delhi,110096,17,6,0,23,2025,True
2025-05-11,Delhi,North Delhi,110006,15,4,0,19,2025,True
2025-05-11,Delhi,North East Delhi,110032,7,2,0,9,2025,True
2025-05-11,Delhi,North West Delhi,110036,6,5,0,11,2025,True
2025-05-11,Delhi,North West Delhi,110040,7,6,1,14,2025,True
2025-05-11,Delhi,North West Delhi,110052,10,2,0,12,2025,True
2025-05-11,Delhi,North West Delhi,110086,31,4,0,35,2025,True
2025-05-11,Delhi,South Delhi,110025,19,4,0,23,2025,True
2025-05-11,Delhi,South West Delhi,110045,10,6,1,17,2025,True
2025-05-11,Gujarat,Ahmedabad,380001,7,2,0,9,2025,True
2025-05-11,Gujarat,Kachchh,370110,9,2,0,11,2025,True
2025-05-11,Gujarat,Rajkot,360002,9,1,0,10,2025,True
2025-05-11,Gujarat,Rajkot,360311,10,2,0,12,2025,True
2025-05-11,Gujarat,Surat,395005,8,2,0,10,2025,True
2025-05-11,Haryana,Charkhi Dadri,127306,15,1,0,16,2025,True
2025-05-11,Haryana,Faridabad,121003,11,2,0,13,2025,True
2025-05-11,Haryana,Faridabad,121005,12,4,0,16,2025,True
2025-05-11,Haryana,Karnal,132001,16,1,0,17,2025,True
2025-05-11,Haryana,Mewat,122108,14,1,0,15,2025,True
2025-05-11,Haryana,Palwal,121106,20,1,0,21,2025,True
2025-05-11,Haryana,Palwal,121107,20,1,0,21,2025,True
2025-05-11,Haryana,Panipat,132103,41,4,0,45,2025,True
2025-05-11,Haryana,Sonipat,131001,42,0,0,42,2025,True
2025-05-11,Jammu and Kashmir,Anantnag,192201,7,0,3,10,2025,True
2025-05-11,Jammu and Kashmir,Baramula,193201,7,3,0,10,2025,True
2025-05-11,Jammu and Kashmir,Doda,182202,8,2,0,10,2025,True
2025-05-11,Jammu and Kashmir,Doda,182222,4,6,0,10,2025,True
2025-05-11,Jammu and Kashmir,Kishtwar,182204,7,2,0,9,2025,True
2025-05-11,Jammu and Kashmir,Kupwara,193221,9,0,0,9,2025,True
2025-05-11,Jammu and Kashmir,Kupwara,193222,8,2,0,10,2025,True
2025-05-11,Jammu and Kashmir,Reasi,182313,6,6,0,12,2025,True
2025-05-11,Jammu and Kashmir,Srinagar,190002,5,1,6,12,2025,True
2025-05-11,Jammu and Kashmir,Srinagar,190006,3,0,9,12,2025,True
2025-05-11,Jharkhand,Bokaro,827013,13,5,0,18,2025,True
2025-05-11,Jharkhand,Deoghar,814146,6,5,0,11,2025,True
2025-05-11,Jharkhand,Deoghar,814149,6,6,0,12,2025,True
2025-05-11,Jharkhand,Deoghar,814150,11,4,0,15,2025,True
2025-05-11,Jharkhand,Deoghar,815357,10,4,0,14,2025,True
2025-05-11,Jharkhand,East Singhbhum,832301,8,3,0,11,2025,True
2025-05-11,Jharkhand,Garhwa,822112,29,13,0,42,2025,True
2025-05-11,Jharkhand,Garhwa,822125,12,4,0,16,2025,True
2025-05-11,Jharkhand,Garhwa,822128,15,3,0,18,2025,True
2025-05-11,Jharkhand,Giridih,815301,8,3,0,11,2025,True
2025-05-11,Jharkhand,Giridih,815312,13,23,0,36,2025,True
2025-05-11,Jharkhand,Giridih,815314,29,10,0,39,2025,True
2025-05-11,Jharkhand,Giridih,815315,3,8,0,11,2025,True
2025-05-11,Jharkhand,Giridih,815316,7,10,0,17,2025,True
2025-05-11,Jharkhand,Giridih,825322,13,4,0,17,2025,True
2025-05-11,Jharkhand,Godda,813208,6,9,0,15,2025,True
2025-05-11,Jharkhand,Godda,814133,16,17,0,33,2025,True
2025-05-11,Jharkhand,Godda,814156,8,6,0,14,2025,True
2025-05-11,Jharkhand,Gumla,835206,8,2,0,10,2025,True
2025-05-11,Jharkhand,Gumla,835207,22,6,0,28,2025,True
2025-05-11,Jharkhand,Gumla,835208,6,6,0,12,2025,True
2025-05-11,Jharkhand,Gumla,835324,15,3,0,18,2025,True
2025-05-11,Jharkhand,Hazaribagh,825301,16,6,0,22,2025,True
2025-05-11,Jharkhand,Hazaribagh,825405,11,4,0,15,2025,True
2025-05-11,Jharkhand,Hazaribagh,825406,7,3,0,10,2025,True
2025-05-11,Jharkhand,Jamtara,815355,10,0,0,10,2025,True
2025-05-11,Jharkhand,Palamu,822101,7,3,0,10,2025,True
2025-05-11,Jharkhand,Palamu,822113,52,4,0,56,2025,True
2025-05-11,Jharkhand,Palamu,822115,13,1,0,14,2025,True
2025-05-11,Jharkhand,Palamu,822124,17,1,0,18,2025,True
2025-05-11,Jharkhand,Palamu,822126,11,3,0,14,2025,True
2025-05-11,Jharkhand,Ranchi,834005,10,5,0,15,2025,True
2025-05-11,Jharkhand,Ranchi,835205,9,4,0,13,2025,True
2025-05-11,Jharkhand,Sahebganj,816101,12,8,0,20,2025,True
2025-05-11,Jharkhand,Sahibganj,816101,4,5,0,9,2025,True
2025-05-11,Jharkhand,West Singhbhum,833102,20,10,0,30,2025,True
2025-05-11,Karnataka,Bengaluru,560026,6,3,0,9,2025,True
2025-05-11,Karnataka,Bengaluru,560068,8,1,3,12,2025,True
2025-05-11,Karnataka,Bidar,585412,10,0,0,10,2025,True
2025-05-11,Karnataka,Chikkaballapur,563125,8,2,0,10,2025,True
2025-05-11,Karnataka,Kolar,563101,8,1,0,9,2025,True
2025-05-11,Karnataka,Koppal,583281,10,0,0,10,2025,True
2025-05-11,Karnataka,Yadgir,585221,10,2,1,13,2025,True
2025-05-11,Karnataka,Yadgir,585321,8,1,3,12,2025,True
2025-05-11,Kerala,Kannur,670650,9,0,0,9,2025,True
2025-05-11,Kerala,Malappuram,673639,6,3,1,10,2025,True
2025-05-11,Kerala,Malappuram,679326,8,2,0,10,2025,True
2025-05-11,Kerala,Wayanad,670721,14,0,0,14,2025,True
2025-05-11,Madhya Pradesh,Anuppur,484334,9,0,0,9,2025,True
2025-05-11,Madhya Pradesh,Balaghat,481001,9,1,0,10,2025,True
2025-05-11,Madhya Pradesh,Barwani,451449,9,4,0,13,2025,True
2025-05-11,Madhya Pradesh,Betul,460330,58,10,0,68,2025,True
2025-05-11,Madhya Pradesh,Betul,460551,7,3,0,10,2025,True
2025-05-11,Madhya Pradesh,Bhind,477557,8,9,0,17,2025,True
2025-05-11,Madhya Pradesh,Bhopal,462001,31,1,0,32,2025,True
